scenario	template	sha256	bytes	artifact	artifact_sha256	artifact_bytes	created_at_utc
linux-debian	docs/evidence/pkg69/linux-debian-20260619T030202Z/evidence.md	de147d3dcea0a4f89d98a6521e6a0f0c676a397f5daa9ec70c32c409ae7b9358	1506	docs/evidence/pkg69/linux-debian-20260619T030202Z/raw/aiceberg_pkg69_linux_debian_rollback_20260619T025854Z.tgz	12a9f41353d70d94bcfea718e17e837d49e20a473cc06777acd953cd3cf27b17	5180	20260619T030342Z
