scenario	template	sha256	bytes	artifact	artifact_sha256	artifact_bytes	created_at_utc
windows-server	docs/evidence/pkg69/windows-server-20260619T023855Z/evidence.md	6f6befbf725071f49566c4090e7138b60e65ae762a805c9360e11bfb2b8a9778	1484	docs/evidence/pkg69/windows-server-20260619T023855Z/raw/aiceberg_pkg69_windows_server_rollback_retry_20260619T023541Z.tgz	d24c0b8def99c1f2abf8e8648fd2b4919b0b370afd0bc4cbe49b2803748da0c2	3437	20260619T023922Z
