scenario	template	sha256	bytes	artifact	artifact_sha256	artifact_bytes	created_at_utc
linux-rhel	docs/evidence/pkg69/linux-rhel-20260619T025113Z/evidence.md	04d6890f7349420e70319defd807d3e7001e13334825c25037fcefff83259c0c	1569	docs/evidence/pkg69/linux-rhel-20260619T025113Z/raw/aiceberg_pkg69_linux_rhel_rollback_20260619T024805Z.tgz	eb35d197feda854616bb1cd1ac82719896e1ac6b8830c555b19b0701d43fa6a7	4373	20260619T025206Z
