scenario	template	sha256	bytes	artifact	artifact_sha256	artifact_bytes	created_at_utc
permission-ebpf	docs/evidence/pkg69/permission-ebpf-20260619T032753Z/evidence.md	6adc54e08ab2f4eb6a5d2098bf34da09c29bb1d485610d8d1d765d70d50e02cc	1648	docs/evidence/pkg69/permission-ebpf-20260619T032753Z/raw/aiceberg_pkg69_permission_ebpf_clean_raw_20260619T032753Z.tgz	69e3b1ea620af08cc22b6a5fe09900c1362bf845d3ad9001c4acb6ea3b2d97d3	6051	20260619T032824Z
